zip,city,region,district
48225,bac giang,east,district #18
48226,phu ly,east,district #18
48227,ninh binh,east,district #18
48228,phu ly,east,district #18
48229,ninh binh,east,district #18
48230,ninh binh,east,district #18
48231,son tay,east,district #18
48232,uong bi,east,district #18
48233,nam dinh,east,district #18
48234,cam pha,east,district #18
48235,viet tri,east,district #18
48236,hai phong,east,district #18
48237,phu ly,east,district #18
48238,cam pha,east,district #18
48239,son tay,east,district #18
48240,ha long,east,district #18
48242,lao cai,east,district #18
48243,bac giang,east,district #18
48244,uong bi,east,district #18
48255,viet tri,east,district #18
48260,uong bi,east,district #18
48264,lao cai,east,district #18
48265,ha long,east,district #18
48266,phu ly,east,district #18
48267,son tay,east,district #18
48268,nam dinh,east,district #18
48269,nam dinh,east,district #18
48272,bac giang,east,district #18
48275,phu ly,east,district #18
48277,son tay,east,district #18
48278,ninh binh,east,district #18
48279,ninh binh,east,district #18
48288,bac giang,east,district #18
48301,viet tri,east,district #18
48302,ha long,east,district #18
48303,bac giang,east,district #18
48304,ha long,east,district #18
48306,hanoi,east,district #18
48307,ninh binh,east,district #18
48308,ninh binh,east,district #18
48309,cam pha,east,district #18
48310,hanoi,east,district #18
48311,hai phong,east,district #18
48312,hai phong,east,district #18
48313,phu ly,east,district #18
48314,ha long,east,district #18
48315,nam dinh,east,district #18
48316,lao cai,east,district #18
48317,lao cai,east,district #18
48318,phu ly,east,district #18
48320,thai nguyen,east,district #18
48321,uong bi,east,district #18
48322,ha long,east,district #18
48323,lao cai,east,district #18
48324,hai phong,east,district #18
48325,phu ly,east,district #18
48326,cam pha,east,district #18
48327,phu ly,east,district #18
48328,bac giang,east,district #18
48329,ha long,east,district #18
48330,phu ly,east,district #18
48331,uong bi,east,district #18
48332,bac giang,east,district #18
48333,bac ninh,east,district #18
48334,thai nguyen,east,district #18
48335,bac giang,east,district #18
48336,nam dinh,east,district #18
48340,nam dinh,east,district #18
48341,nam dinh,east,district #18
48342,hanoi,east,district #18
48343,lao cai,east,district #18
48346,nam dinh,east,district #18
48347,ha long,east,district #18
48348,ha long,east,district #18
48350,son tay,east,district #18
48353,bac giang,east,district #18
48356,thai nguyen,east,district #18
48357,bac ninh,east,district #18
48359,hai phong,east,district #18
48360,thai nguyen,east,district #18
48361,nam dinh,east,district #18
48362,ninh binh,east,district #18
48363,hanoi,east,district #18
48366,bac ninh,east,district #18
48367,ninh binh,east,district #18
48370,ninh binh,east,district #18
48371,cam pha,east,district #18
48374,nam dinh,east,district #18
48375,thai nguyen,east,district #18
48376,nam dinh,east,district #18
48377,viet tri,east,district #18
48380,thai nguyen,east,district #18
48381,uong bi,east,district #18
48382,viet tri,east,district #18
48383,son tay,east,district #18
48386,bac ninh,east,district #18
48387,son tay,east,district #18
48390,bac ninh,east,district #18
48391,viet tri,east,district #18
48393,viet tri,east,district #18
48397,ninh binh,east,district #18
48401,bac giang,east,district #18
48410,ninh binh,east,district #18
48411,thai nguyen,east,district #18
48412,bac giang,east,district #18
48413,bac giang,east,district #18
48414,viet tri,east,district #18
48415,uong bi,east,district #18
48416,hai phong,east,district #18
48417,ninh binh,east,district #18
48418,phu ly,east,district #18
48419,hai phong,east,district #18
48420,son tay,east,district #18
48421,viet tri,east,district #18
48422,hai phong,east,district #18
48423,bac giang,east,district #18
48426,ninh binh,east,district #18
48427,nam dinh,east,district #18
48428,son tay,east,district #18
48429,bac ninh,east,district #18
48430,nam dinh,east,district #18
48432,thai nguyen,east,district #18
48433,cam pha,east,district #18
48434,viet tri,east,district #18
48435,lao cai,east,district #18
48436,ha long,east,district #18
48437,son tay,east,district #18
48438,cam pha,east,district #18
48439,hai phong,east,district #18
48440,lao cai,east,district #18
48441,thai nguyen,east,district #18
48442,uong bi,east,district #18
48444,viet tri,east,district #18
48445,hanoi,east,district #18
48446,nam dinh,east,district #18
48449,viet tri,east,district #18
48450,thai nguyen,east,district #18
48451,hanoi,east,district #18
48453,hanoi,east,district #18
48454,ninh binh,east,district #18
48455,ha long,east,district #18
48456,hai phong,east,district #18
48457,cam pha,east,district #18
48458,hai phong,east,district #18
48460,viet tri,east,district #18
48461,cam pha,east,district #18
48462,viet tri,east,district #18
48463,bac giang,east,district #18
48464,phu ly,east,district #18
48465,viet tri,east,district #18
48466,bac ninh,east,district #18
48467,hanoi,east,district #18
48468,nam dinh,east,district #18
48469,hai phong,east,district #18
48470,hanoi,east,district #18
48471,nam dinh,east,district #18
48472,ha long,east,district #18
48473,hai phong,east,district #18
48475,thai nguyen,east,district #18
48476,cam pha,east,district #18
48480,ha long,east,district #18
48501,nam dinh,east,district #18
48502,hanoi,east,district #18
48503,hanoi,east,district #18
48504,ha long,east,district #18
48505,bac giang,east,district #18
48506,viet tri,east,district #18
48507,ninh binh,east,district #18
48509,uong bi,east,district #18
48519,uong bi,east,district #18
48529,son tay,east,district #18
48531,nam dinh,east,district #18
48532,ninh binh,east,district #18
48550,son tay,east,district #18
48551,cam pha,east,district #18
48552,ninh binh,east,district #18
48553,hai phong,east,district #18
48554,lao cai,east,district #18
48555,cam pha,east,district #18
48556,nam dinh,east,district #18
48557,hanoi,east,district #18
48601,phu ly,east,district #18
48602,bac giang,east,district #18
48603,thai nguyen,east,district #18
48604,bac ninh,east,district #18
48605,son tay,east,district #18
48606,bac ninh,east,district #18
48607,hai phong,east,district #18
48608,nam dinh,east,district #18
48609,ha long,east,district #18
48610,viet tri,east,district #18
48611,ninh binh,east,district #18
48612,ninh binh,east,district #18
48613,uong bi,east,district #18
48614,phu ly,east,district #18
48615,bac ninh,east,district #18
48616,uong bi,east,district #18
48617,hai phong,east,district #18
48618,cam pha,east,district #18
48619,cam pha,east,district #18
48620,hanoi,east,district #18
48621,cam pha,east,district #18
48622,phu ly,east,district #18
48623,bac ninh,east,district #18
48624,cam pha,east,district #18
48625,thai nguyen,east,district #18
48626,nam dinh,east,district #18
48627,hai phong,east,district #18
48628,thai nguyen,east,district #18
48629,ninh binh,east,district #18
48630,son tay,east,district #18
48631,uong bi,east,district #18
48632,uong bi,east,district #18
48633,uong bi,east,district #18
48634,bac giang,east,district #18
48635,bac ninh,east,district #18
48636,uong bi,east,district #18
48637,phu ly,east,district #18
48638,bac ninh,east,district #18
48640,cam pha,east,district #18
48641,bac giang,east,district #18
48642,nam dinh,east,district #18
48647,thai nguyen,east,district #18
48649,hai phong,east,district #18
48650,bac giang,east,district #18
48651,viet tri,east,district #18
48652,viet tri,east,district #18
48653,son tay,east,district #18
48654,hanoi,east,district #18
48655,phu ly,east,district #18
48656,ninh binh,east,district #18
48657,bac giang,east,district #18
48658,nam dinh,east,district #18
48659,thai nguyen,east,district #18
48661,viet tri,east,district #18
48662,lao cai,east,district #18
48663,uong bi,east,district #18
48667,cam pha,east,district #18
48670,viet tri,east,district #18
48674,hanoi,east,district #18
48686,uong bi,east,district #18
48701,hanoi,east,district #18
48703,son tay,east,district #18
48705,lao cai,east,district #18
48706,cam pha,east,district #18
48707,bac ninh,east,district #18
48708,phu ly,east,district #18
48710,uong bi,east,district #18
48720,viet tri,east,district #18
48721,cam pha,east,district #18
48722,nam dinh,east,district #18
48723,hai phong,east,district #18
48724,nam dinh,east,district #18
48725,cam pha,east,district #18
48726,bac ninh,east,district #18
48727,cam pha,east,district #18
48728,nam dinh,east,district #18
48729,son tay,east,district #18
48730,bac ninh,east,district #18
48731,ninh binh,east,district #18
48732,bac ninh,east,district #18
48733,bac giang,east,district #18
48734,uong bi,east,district #18
48735,nam dinh,east,district #18
48737,nam dinh,east,district #18
48738,bac ninh,east,district #18
48739,ninh binh,east,district #18
48740,ha long,east,district #18
48741,bac giang,east,district #18
48742,viet tri,east,district #18
48743,viet tri,east,district #18
48744,bac giang,east,district #18
48745,hai phong,east,district #18
48746,hanoi,east,district #18
48747,bac giang,east,district #18
48748,ninh binh,east,district #18
48749,hanoi,east,district #18
48750,lao cai,east,district #18
48754,viet tri,east,district #18
48755,hanoi,east,district #18
48756,thai nguyen,east,district #18
48757,nam dinh,east,district #18
48758,son tay,east,district #18
48759,cam pha,east,district #18
48760,thai nguyen,east,district #18
48761,nam dinh,east,district #18
48762,cam pha,east,district #18
48763,hanoi,east,district #18
48764,nam dinh,east,district #18
48765,ha long,east,district #18
48766,uong bi,east,district #18
48767,viet tri,east,district #18
48768,bac giang,east,district #18
48770,hai phong,east,district #18
48787,bac ninh,east,district #18
48801,ninh binh,east,district #18
48802,ha long,east,district #18
48804,ha long,east,district #18
48805,hai phong,east,district #18
48806,ninh binh,east,district #18
48807,hai phong,east,district #18
48808,uong bi,east,district #18
48809,son tay,east,district #18
48811,uong bi,east,district #18
48812,bac ninh,east,district #18
48813,ha long,east,district #18
48815,hanoi,east,district #18
48816,ha long,east,district #18
48817,son tay,east,district #18
48818,ha long,east,district #18
48819,hanoi,east,district #18
48820,ninh binh,east,district #18
48821,bac ninh,east,district #18
48822,thai nguyen,east,district #18
48823,phu ly,east,district #18
48824,cam pha,east,district #18
48825,lao cai,east,district #18
48826,bac giang,east,district #18
48827,viet tri,east,district #18
48829,lao cai,east,district #18
48830,bac giang,east,district #18
48831,nam dinh,east,district #18
48832,son tay,east,district #18
48833,nam dinh,east,district #18
48834,hanoi,east,district #18
48835,uong bi,east,district #18
48836,son tay,east,district #18
48837,hai phong,east,district #18
48838,ninh binh,east,district #18
48840,ninh binh,east,district #18
48841,son tay,east,district #18
48842,bac ninh,east,district #18
48843,nam dinh,east,district #18
48844,cam pha,east,district #18
48845,hai phong,east,district #18
48846,ninh binh,east,district #18
48847,viet tri,east,district #18
48848,bac giang,east,district #18
48849,cam pha,east,district #18
48850,viet tri,east,district #18
48851,cam pha,east,district #18
48852,ninh binh,east,district #18
48853,lao cai,east,district #18
48854,son tay,east,district #18
48855,uong bi,east,district #18
48856,phu ly,east,district #18
48857,thai nguyen,east,district #18
48858,hanoi,east,district #18
48859,bac ninh,east,district #18
48860,lao cai,east,district #18
48861,hai phong,east,district #18
48862,cam pha,east,district #18
48864,ha long,east,district #18
48865,bac giang,east,district #18
48866,ha long,east,district #18
48867,phu ly,east,district #18
48870,ninh binh,east,district #18
48871,phu ly,east,district #18
48872,viet tri,east,district #18
48873,nam dinh,east,district #18
48874,cam pha,east,district #18
48875,hai phong,east,district #18
48876,bac ninh,east,district #18
48877,cam pha,east,district #18
48878,viet tri,east,district #18
48879,hai phong,east,district #18
48880,ninh binh,east,district #18
48881,bac giang,east,district #18
48882,lao cai,east,district #18
48883,cam pha,east,district #18
48884,cam pha,east,district #18
48885,viet tri,east,district #18
48886,ninh binh,east,district #18
48887,ha long,east,district #18
48888,cam pha,east,district #18
48889,hanoi,east,district #18
48890,bac giang,east,district #18
48891,ninh binh,east,district #18
48892,lao cai,east,district #18
48893,nam dinh,east,district #18
48894,bac ninh,east,district #18
48895,cam pha,east,district #18
48896,bac ninh,east,district #18
48897,ha long,east,district #18
48901,thai nguyen,east,district #18
48906,bac ninh,east,district #18
48908,cam pha,east,district #18
48909,lao cai,east,district #18
48910,cam pha,east,district #18
48911,bac ninh,east,district #18
48912,viet tri,east,district #18
48913,phu ly,east,district #18
48915,bac giang,east,district #18
48916,bac giang,east,district #18
48917,nam dinh,east,district #18
48918,lao cai,east,district #18
48919,lao cai,east,district #18
48922,ha long,east,district #18
48924,thai nguyen,east,district #18
48929,nam dinh,east,district #18
48930,lao cai,east,district #18
48933,hanoi,east,district #18
48937,ha long,east,district #18
48951,thai nguyen,east,district #18
48956,cam pha,east,district #18
48980,nam dinh,east,district #18
49001,cam pha,east,district #18
49002,phu ly,east,district #18
49003,ninh binh,east,district #18
49004,hai phong,east,district #18
49005,hai phong,east,district #18
49006,hai phong,east,district #18
49007,lao cai,east,district #18
49008,viet tri,east,district #18
49009,cam pha,east,district #18
49010,ninh binh,east,district #18
49011,uong bi,east,district #18
49012,nam dinh,east,district #18
49013,cam pha,east,district #18
49014,viet tri,east,district #18
49015,hanoi,east,district #18
49016,uong bi,east,district #18
49017,bac giang,east,district #18
49018,hanoi,east,district #18
49019,nam dinh,east,district #18
49020,bac giang,east,district #18
49021,thai nguyen,east,district #18
49024,thai nguyen,east,district #18
49026,viet tri,east,district #18
49027,bac ninh,east,district #18
49029,bac giang,east,district #18
49033,ninh binh,east,district #18
49034,hai phong,east,district #18
49035,bac ninh,east,district #18
49037,hai phong,east,district #18
49038,lao cai,east,district #18
49039,ha long,east,district #18
49041,ninh binh,east,district #18
49043,ha long,east,district #18
49045,thai nguyen,east,district #18
49046,uong bi,east,district #18
49048,ninh binh,east,district #18
49050,ha long,east,district #18
49051,ha long,east,district #18
49052,lao cai,east,district #18
49053,thai nguyen,east,district #18
49055,ha long,east,district #18
49056,phu ly,east,district #18
49057,hai phong,east,district #18
49058,lao cai,east,district #18
49060,lao cai,east,district #18
49062,ninh binh,east,district #18
49063,thai nguyen,east,district #18
49064,hai phong,east,district #18
49065,bac ninh,east,district #18
49067,thai nguyen,east,district #18
49068,son tay,east,district #18
49070,uong bi,east,district #18
49071,son tay,east,district #18
49073,phu ly,east,district #18
49074,phu ly,east,district #18
49076,hai phong,east,district #18
49077,hanoi,east,district #18
49078,hanoi,east,district #18
49079,uong bi,east,district #18
49080,ha long,east,district #18
49081,son tay,east,district #18
49082,hai phong,east,district #18
49083,son tay,east,district #18
49084,viet tri,east,district #18
49087,hai phong,east,district #18
49088,hanoi,east,district #18
49089,bac ninh,east,district #18
49090,thai nguyen,east,district #18
49092,thai nguyen,east,district #18
49094,cam pha,east,district #18
49096,hai phong,east,district #18
49097,hai phong,east,district #18
49098,viet tri,east,district #18
49201,son tay,east,district #18
49202,nam dinh,east,district #18
49203,son tay,east,district #18
49204,thai nguyen,east,district #18
49220,thai nguyen,east,district #18
49221,hai phong,east,district #18
49224,bac ninh,east,district #18
49227,bac giang,east,district #18
49229,viet tri,east,district #18
49230,ha long,east,district #18
49232,ha long,east,district #18
49233,bac giang,east,district #18
49234,hanoi,east,district #18
49235,ha long,east,district #18
49236,uong bi,east,district #18
49237,son tay,east,district #18
49239,uong bi,east,district #18
49240,ha long,east,district #18
49241,son tay,east,district #18
49242,cam pha,east,district #18
49245,phu ly,east,district #18
49246,ha long,east,district #18
49247,uong bi,east,district #18
49249,hai phong,east,district #18
49250,uong bi,east,district #18
49251,ha long,east,district #18
49252,lao cai,east,district #18
49253,hanoi,east,district #18
49254,viet tri,east,district #18
49255,hai phong,east,district #18
49256,viet tri,east,district #18
49257,bac giang,east,district #18
49258,son tay,east,district #18
49259,viet tri,east,district #18
49261,bac ninh,east,district #18
49262,hai phong,east,district #18
49263,uong bi,east,district #18
49264,bac giang,east,district #18
49265,hanoi,east,district #18
49266,uong bi,east,district #18
49269,ha long,east,district #18
49271,nam dinh,east,district #18
49272,hanoi,east,district #18
49274,bac ninh,east,district #18
49277,nam dinh,east,district #18
49281,hai phong,east,district #18
49282,bac giang,east,district #18
49283,nam dinh,east,district #18
49284,hai phong,east,district #18
49285,bac giang,east,district #18
49286,hanoi,east,district #18
49287,son tay,east,district #18
49288,bac giang,east,district #18
49289,son tay,east,district #18
49301,lao cai,east,district #18
49302,son tay,east,district #18
49303,cam pha,east,district #18
49304,bac ninh,east,district #18
49305,phu ly,east,district #18
49306,hai phong,east,district #18
49307,ninh binh,east,district #18
49309,thai nguyen,east,district #18
49310,hanoi,east,district #18
49311,nam dinh,east,district #18
49312,nam dinh,east,district #18
49314,hanoi,east,district #18
49315,viet tri,east,district #18
49316,hai phong,east,district #18
49317,ninh binh,east,district #18
49318,bac giang,east,district #18
49319,phu ly,east,district #18
49320,thai nguyen,east,district #18
49321,hai phong,east,district #18
49322,ha long,east,district #18
49323,viet tri,east,district #18
49325,phu ly,east,district #18
49326,nam dinh,east,district #18
49327,thai nguyen,east,district #18
49328,son tay,east,district #18
49329,ninh binh,east,district #18
49330,bac ninh,east,district #18
49331,nam dinh,east,district #18
49332,thai nguyen,east,district #18
49333,cam pha,east,district #18
49335,cam pha,east,district #18
49336,ha long,east,district #18
49337,hanoi,east,district #18
49338,bac giang,east,district #18
49339,ninh binh,east,district #18
49340,ha long,east,district #18
49341,bac ninh,east,district #18
49342,ha long,east,district #18
49343,nam dinh,east,district #18
49344,uong bi,east,district #18
49345,thai nguyen,east,district #18
49346,nam dinh,east,district #18
49347,son tay,east,district #18
49348,ha long,east,district #18
49349,ha long,east,district #18
49351,son tay,east,district #18
49355,cam pha,east,district #18
49356,hanoi,east,district #18
49357,bac ninh,east,district #18
49401,cam pha,east,district #18
49402,nam dinh,east,district #18
49403,cam pha,east,district #18
49404,viet tri,east,district #18
49405,nam dinh,east,district #18
49406,ninh binh,east,district #18
49408,bac giang,east,district #18
49409,son tay,east,district #18
49410,hai phong,east,district #18
49411,thai nguyen,east,district #18
49412,phu ly,east,district #18
49413,lao cai,east,district #18
49415,nam dinh,east,district #18
49416,son tay,east,district #18
49417,ha long,east,district #18
49418,bac ninh,east,district #18
49419,thai nguyen,east,district #18
49420,bac ninh,east,district #18
49421,lao cai,east,district #18
49422,phu ly,east,district #18
49423,ninh binh,east,district #18
49424,nam dinh,east,district #18
49425,son tay,east,district #18
49426,bac giang,east,district #18
49427,viet tri,east,district #18
49428,viet tri,east,district #18
49429,viet tri,east,district #18
49430,uong bi,east,district #18
49431,bac giang,east,district #18
49434,viet tri,east,district #18
49435,lao cai,east,district #18
49436,bac ninh,east,district #18
49437,cam pha,east,district #18
49440,ha long,east,district #18
49441,thai nguyen,east,district #18
49442,phu ly,east,district #18
49443,uong bi,east,district #18
49444,ha long,east,district #18
49445,cam pha,east,district #18
49446,ninh binh,east,district #18
49448,hai phong,east,district #18
49449,hanoi,east,district #18
49450,bac ninh,east,district #18
49451,viet tri,east,district #18
49452,thai nguyen,east,district #18
49453,ninh binh,east,district #18
49454,ninh binh,east,district #18
49455,cam pha,east,district #18
49456,bac ninh,east,district #18
49457,hanoi,east,district #18
49458,ninh binh,east,district #18
49459,lao cai,east,district #18
49460,bac giang,east,district #18
49461,cam pha,east,district #18
49463,phu ly,east,district #18
49464,viet tri,east,district #18
49468,hai phong,east,district #18
49501,viet tri,east,district #18
49502,lao cai,east,district #18
49503,phu ly,east,district #18
49504,bac giang,east,district #18
49505,cam pha,east,district #18
49506,nam dinh,east,district #18
49507,viet tri,east,district #18
49508,nam dinh,east,district #18
49509,thai nguyen,east,district #18
49510,nam dinh,east,district #18
49512,thai nguyen,east,district #18
49514,bac ninh,east,district #18
49515,hai phong,east,district #18
49516,phu ly,east,district #18
49518,bac giang,east,district #18
49519,son tay,east,district #18
49523,ha long,east,district #18
49525,viet tri,east,district #18
49528,ha long,east,district #18
49530,cam pha,east,district #18
49534,bac giang,east,district #18
49544,bac giang,east,district #18
49546,viet tri,east,district #18
49548,ninh binh,east,district #18
49555,thai nguyen,east,district #18
49560,ninh binh,east,district #18
49588,ha long,east,district #18
49599,thai nguyen,east,district #18
49601,thai nguyen,east,district #18
49610,son tay,east,district #18
49611,hai phong,east,district #18
49612,bac ninh,east,district #18
49613,bac ninh,east,district #18
49614,ninh binh,east,district #18
49615,bac giang,east,district #18
49616,son tay,east,district #18
49617,phu ly,east,district #18
49618,viet tri,east,district #18
49619,phu ly,east,district #18
49620,ha long,east,district #18
49621,bac giang,east,district #18
49622,uong bi,east,district #18
49623,ha long,east,district #18
49625,hai phong,east,district #18
49626,hai phong,east,district #18
49627,ninh binh,east,district #18
49628,viet tri,east,district #18
49629,nam dinh,east,district #18
49630,phu ly,east,district #18
49631,viet tri,east,district #18
49632,ninh binh,east,district #18
49633,lao cai,east,district #18
49634,lao cai,east,district #18
49635,ha long,east,district #18
49636,phu ly,east,district #18
49637,bac ninh,east,district #18
49638,bac ninh,east,district #18
49639,viet tri,east,district #18
49640,uong bi,east,district #18
49642,bac ninh,east,district #18
49643,son tay,east,district #18
49644,ha long,east,district #18
49645,hai phong,east,district #18
49646,hanoi,east,district #18
49648,ninh binh,east,district #18
49649,bac ninh,east,district #18
49650,bac giang,east,district #18
49651,viet tri,east,district #18
49653,bac giang,east,district #18
49654,uong bi,east,district #18
49655,hanoi,east,district #18
49656,ha long,east,district #18
49657,son tay,east,district #18
49659,bac giang,east,district #18
49660,ha long,east,district #18
49663,bac ninh,east,district #18
49664,thai nguyen,east,district #18
49665,nam dinh,east,district #18
49666,thai nguyen,east,district #18
49667,phu ly,east,district #18
49668,hai phong,east,district #18
49670,thai nguyen,east,district #18
49673,bac giang,east,district #18
49674,cam pha,east,district #18
49675,lao cai,east,district #18
49676,lao cai,east,district #18
49677,thai nguyen,east,district #18
49679,cam pha,east,district #18
49680,hanoi,east,district #18
49682,uong bi,east,district #18
49683,ha long,east,district #18
49684,hai phong,east,district #18
49685,viet tri,east,district #18
49686,ha long,east,district #18
49688,bac giang,east,district #18
49689,hai phong,east,district #18
49690,phu ly,east,district #18
49696,phu ly,east,district #18
49701,uong bi,east,district #18
49705,ninh binh,east,district #18
49706,bac giang,east,district #18
49707,ha long,east,district #18
49709,ha long,east,district #18
49710,nam dinh,east,district #18
49711,ha long,east,district #18
49712,thai nguyen,east,district #18
49713,nam dinh,east,district #18
49715,uong bi,east,district #18
49716,ha long,east,district #18
49717,uong bi,east,district #18
49718,thai nguyen,east,district #18
49719,viet tri,east,district #18
49720,cam pha,east,district #18
49721,lao cai,east,district #18
49722,bac giang,east,district #18
49723,thai nguyen,east,district #18
49724,uong bi,east,district #18
49725,viet tri,east,district #18
49726,bac giang,east,district #18
49727,cam pha,east,district #18
49729,bac giang,east,district #18
49730,thai nguyen,east,district #18
49733,thai nguyen,east,district #18
49734,lao cai,east,district #18
49735,viet tri,east,district #18
49736,hai phong,east,district #18
49737,son tay,east,district #18
49738,viet tri,east,district #18
49739,hanoi,east,district #18
49740,phu ly,east,district #18
49743,uong bi,east,district #18
49744,lao cai,east,district #18
49745,bac giang,east,district #18
49746,cam pha,east,district #18
49747,thai nguyen,east,district #18
49749,thai nguyen,east,district #18
49751,uong bi,east,district #18
49752,ninh binh,east,district #18
49753,lao cai,east,district #18
49755,phu ly,east,district #18
49756,uong bi,east,district #18
49757,cam pha,east,district #18
49759,thai nguyen,east,district #18
49760,phu ly,east,district #18
49761,thai nguyen,east,district #18
49762,nam dinh,east,district #18
49764,lao cai,east,district #18
49765,uong bi,east,district #18
49766,thai nguyen,east,district #18
49769,lao cai,east,district #18
49770,son tay,east,district #18
49774,thai nguyen,east,district #18
49775,cam pha,east,district #18
49776,bac giang,east,district #18
49777,viet tri,east,district #18
49779,son tay,east,district #18
49780,cam pha,east,district #18
49781,ninh binh,east,district #18
49782,uong bi,east,district #18
49783,lao cai,east,district #18
49784,bac ninh,east,district #18
49785,bac ninh,east,district #18
49786,bac ninh,east,district #18
49788,son tay,east,district #18
49791,uong bi,east,district #18
49792,ha long,east,district #18
49795,hanoi,east,district #18
49796,cam pha,east,district #18
49797,ninh binh,east,district #18
49799,bac giang,east,district #18
48131,cam pha,east,district #14
48133,ninh binh,east,district #14
48140,cam pha,east,district #14
48144,lao cai,east,district #14
48145,uong bi,east,district #14
48157,phu ly,east,district #14
48177,phu ly,east,district #14
48182,uong bi,east,district #14
49022,hanoi,east,district #17
49023,bac ninh,east,district #17
49028,hai phong,east,district #17
49030,cam pha,east,district #17
49031,ha long,east,district #17
49032,cam pha,east,district #17
49036,thai nguyen,east,district #17
49040,hanoi,east,district #17
49042,hai phong,east,district #17
49047,cam pha,east,district #17
49061,hai phong,east,district #17
49066,ninh binh,east,district #17
49072,phu ly,east,district #17
49075,viet tri,east,district #17
49085,ha long,east,district #17
49091,ninh binh,east,district #17
49093,uong bi,east,district #17
49095,bac ninh,east,district #17
49099,hanoi,east,district #17
49101,cam pha,east,district #17
49102,ninh binh,east,district #17
49103,hanoi,east,district #17
49104,hanoi,east,district #17
49106,bac ninh,east,district #17
49107,cam pha,east,district #17
49111,bac giang,east,district #17
49112,bac ninh,east,district #17
49113,nam dinh,east,district #17
49115,hanoi,east,district #17
49116,hanoi,east,district #17
49117,hai phong,east,district #17
49119,viet tri,east,district #17
49120,ninh binh,east,district #17
49125,bac giang,east,district #17
49126,hai phong,east,district #17
49127,bac ninh,east,district #17
49128,son tay,east,district #17
49129,nam dinh,east,district #17
49130,bac giang,east,district #17
49228,cam pha,east,district #14
49238,thai nguyen,east,district #14
49248,bac giang,east,district #14
49267,bac giang,east,district #14
49268,bac giang,east,district #14
49270,phu ly,east,district #14
49276,uong bi,east,district #14
49279,hanoi,east,district #14
46127,hanoi,east,district #16
46133,bac ninh,east,district #16
46173,lao cai,east,district #16
46701,hanoi,east,district #16
46704,hanoi,east,district #16
46705,viet tri,east,district #16
46706,bac giang,east,district #16
46710,nam dinh,east,district #16
46711,ha long,east,district #16
46714,viet tri,east,district #16
46721,cam pha,east,district #16
46723,uong bi,east,district #16
46725,nam dinh,east,district #16
46730,cam pha,east,district #16
46731,lao cai,east,district #16
46732,thai nguyen,east,district #16
46733,bac ninh,east,district #16
46738,ha long,east,district #16
46740,uong bi,east,district #16
46741,hanoi,east,district #16
46742,nam dinh,east,district #16
46743,viet tri,east,district #16
46745,hanoi,east,district #16
46748,son tay,east,district #16
46755,bac ninh,east,district #16
46760,bac ninh,east,district #16
46763,cam pha,east,district #16
46764,uong bi,east,district #16
46765,bac giang,east,district #16
46769,lao cai,east,district #16
46770,son tay,east,district #16
46772,ha long,east,district #16
46773,viet tri,east,district #16
46774,thai nguyen,east,district #16
46777,son tay,east,district #16
46780,nam dinh,east,district #16
46782,thai nguyen,east,district #16
46783,viet tri,east,district #16
46785,ninh binh,east,district #16
46787,hai phong,east,district #16
46788,cam pha,east,district #16
46791,thai nguyen,east,district #16
46793,uong bi,east,district #16
46796,cam pha,east,district #16
46797,son tay,east,district #16
46798,son tay,east,district #16
46799,viet tri,east,district #16
46801,viet tri,east,district #16
46802,lao cai,east,district #16
46803,ha long,east,district #16
46804,phu ly,east,district #16
46805,phu ly,east,district #16
46806,hai phong,east,district #16
46807,lao cai,east,district #16
46808,viet tri,east,district #16
46809,thai nguyen,east,district #16
46814,bac giang,east,district #16
46815,bac giang,east,district #16
46816,lao cai,east,district #16
46818,son tay,east,district #16
46819,ninh binh,east,district #16
46825,viet tri,east,district #16
46835,hai phong,east,district #16
46845,lao cai,east,district #16
46850,hai phong,east,district #16
46851,ha long,east,district #16
46852,hanoi,east,district #16
46853,son tay,east,district #16
46854,bac giang,east,district #16
46855,nam dinh,east,district #16
46856,hai phong,east,district #16
46857,bac ninh,east,district #16
46858,phu ly,east,district #16
46859,son tay,east,district #16
46860,cam pha,east,district #16
46861,uong bi,east,district #16
46862,ninh binh,east,district #16
46863,lao cai,east,district #16
46864,nam dinh,east,district #16
46865,son tay,east,district #16
46866,cam pha,east,district #16
46867,son tay,east,district #16
46868,hai phong,east,district #16
46869,hai phong,east,district #16
46885,lao cai,east,district #16
46895,viet tri,east,district #16
46896,ha long,east,district #16
46897,lao cai,east,district #16
46898,hai phong,east,district #16
46899,viet tri,east,district #16
47001,ha long,east,district #16
47003,hanoi,east,district #16
47010,ninh binh,east,district #16
47011,ninh binh,east,district #16
47012,hai phong,east,district #16
47016,hai phong,east,district #16
47018,uong bi,east,district #16
47019,hanoi,east,district #16
47020,phu ly,east,district #16
47022,lao cai,east,district #16
47024,phu ly,east,district #16
47025,nam dinh,east,district #16
47030,ha long,east,district #16
47031,viet tri,east,district #16
47032,hanoi,east,district #16
47035,cam pha,east,district #16
47036,bac giang,east,district #16
47038,phu ly,east,district #16
47039,ha long,east,district #16
47040,phu ly,east,district #16
47041,viet tri,east,district #16
47043,nam dinh,east,district #16
47060,thai nguyen,east,district #16
47102,hanoi,east,district #16
47104,bac giang,east,district #16
47106,nam dinh,east,district #16
47107,hai phong,east,district #16
47108,cam pha,east,district #16
47110,cam pha,east,district #16
47111,hai phong,east,district #16
